Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Condition,Photo 1,Condition Ranking,Condition Point
RSP08159,abc16eb9-afef-4212-8ab4-089ccf24dd2a,2021-11-12,-33.87015065,121.8955394,Esperance,Spill Response Shed,Ground,External Front,Electrical,Lighting,LED Light,Yes,,107419,1,3 - Good,RSP08159_Q107419_20211112_01.jpg,Good,3
RSP08160,bd63264c-07f9-41c6-b18e-63e0fd35b98e,2021-11-12,-33.87013403,121.8954387,Esperance,Spill Response Shed,Ground,External Front,Port Specific,Navigational,Land Based Navigational Aid,Yes,,109381,1,3 - Good,RSP08160_Q109381_20211112_01.jpg,Good,3
RSP08161,d556d5e5-f917-4240-b231-f6bc99e523b1,2021-11-12,-33.87019492,121.8957049,Esperance,Spill Response Shed,Ground,External Rear,Hydraulics,Domestic Water,Water Pump,Yes,,101981,1,3 - Good,RSP08161_Q101981_20211112_01.jpg,Good,3
RSP08162,bc56f46b-3a44-4caf-8ef7-abff5f2d4383,2021-11-12,-33.87022657,121.8956998,Esperance,Spill Response Shed,Ground,External Rear,Hydraulics,Domestic Water,Water Tank,Yes,,,1,3 - Good,RSP08162_20211112_01.jpg,Good,3
RSP08163,5f8979e0-db56-4379-85ce-f689b973d199,2021-11-12,-33.87008929,121.8956957,Esperance,Spill Response Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,101977,1,3 - Good,RSP08163_Q101977_20211112_01.jpg,Good,3
RSP08178,f6e97ea3-387b-47d2-8c50-136e550e9e3c,2021-11-04,-33.87604003,121.9038409,Esperance,Storage Shed,Ground,Shed 4 Rear,Building,Building,Building,No,,107250,1,4  - Fair,RSP08178_Q107250_20211104_01.jpg,Fair,4
RSP08179,7bc8b52f-df6e-4857-9617-b80826f6c378,2021-11-18,-33.87470221,121.9021528,Esperance,Sulphur Dosing Pump Shed,Ground,External,Hydraulics,Domestic Water,Water Meter,No,,103241,1,3 - Good,RSP08179_Q103241_20211118_01.jpg,Good,3
RSP08180,0c9d2b77-ea46-4848-aade-2a8855e3f0ab,2021-11-18,-33.87471752,121.9021115,Esperance,Sulphur Dosing Pump Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,,1,3 - Good,,Good,3
RSP08181,c3922e61-9b98-42dd-bb9f-32d40627d70e,2021-11-18,-33.87474202,121.9021206,Esperance,Sulphur Dosing Pump Shed,Ground,,Building,Building,Building,No,,109016,1,3 - Good,RSP08181_Q109016_20211118_01.jpg,Good,3
RSP08182,7edd9da8-b2af-4001-a2d0-bc5a9de0b1e1,2021-11-18,-33.87475399,121.9021672,Esperance,Sulphur Dosing Pump Shed,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103516,1,3 - Good,RSP08182_Q103516_20211118_01.jpg,Good,3
RSP08183,c95706a8-6818-4829-a622-ef25b0bbcfda,2021-11-18,-33.87471892,121.9021243,Esperance,Sulphur Dosing Pump Shed,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103513,1,3 - Good,,Good,3
RSP08195,46480c85-3230-41c9-97ab-0343cdddd79f,2021-11-10,-33.87237727,121.8988382,Esperance,Switchroom VSR01,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101740,1,3 - Good,RSP08195_Q101740_20211110_01.jpg,Good,3
RSP08196,8d0d036b-7b3b-426e-a1ae-0b875bf0f9c1,2021-11-10,-33.87238618,121.8988319,Esperance,Switchroom VSR01,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101737,1,3 - Good,RSP08196_Q101737_20211110_01.jpg,Good,3
RSP08197,b56b8cf2-55da-4419-b4d4-f1ec12c320f4,2021-11-10,-33.8723241,121.8988423,Esperance,Switchroom VSR01,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101739,1,3 - Good,RSP08197_Q101739_20211110_01.jpg,Good,3
RSP08198,5dc1df4a-645c-4160-bc76-0d802a8b2135,2021-11-10,-33.8723241,121.8988423,Esperance,Switchroom VSR01,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101738,1,3 - Good,RSP08198_Q101738_20211110_01.jpg,Good,3
RSP08199,8ea20de6-2dba-4849-9501-8e4cff00cb3a,2021-11-10,-33.87234693,121.8988533,Esperance,Switchroom VSR01,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,2,3 - Good,,Good,3
RSP08233,a07df1ef-2334-417c-a132-2c192ee07700,2021-11-08,-33.87167694,121.896278,Esperance,Switchroom VSR02,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,,101083,1,3 - Good,RSP08233_Q101083_20211108_01.jpg,Good,3
RSP08234,b903d40e-ba58-43d7-ba71-2d99d8594b8c,2021-11-08,-33.87168421,121.8962976,Esperance,Switchroom VSR02,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,,101082,1,3 - Good,RSP08234_Q101082_20211108_01.jpg,Good,3
RSP08235,77a4ec32-98b3-462e-a5c9-053d2e6418a9,2021-11-08,-33.87169279,121.8963113,Esperance,Switchroom VSR02,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,,101081,1,3 - Good,RSP08235_Q101081_20211108_01.jpg,Good,3
RSP08236,26bb39b4-5685-45ab-ae3a-6921680589df,2021-11-08,-33.87169247,121.896271,Esperance,Switchroom VSR02,Ground,,Building,Building,Building,No,,109310,1,3 - Good,RSP08236_Q109310_20211108_01.jpg,Good,3
RSP08237,c11dbc73-c7e8-41ea-b057-6b3b617dde3c,2021-11-08,-33.8716805,121.8962861,Esperance,Switchroom VSR02,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,101073,1,3 - Good,RSP08237_Q101073_20211108_01.jpg,Good,3
RSP08265,0a9ed48e-362b-4600-a8b4-ac1407ee5ef1,2021-11-10,-33.87107002,121.8968169,Esperance,Switchroom VSR07,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,109328,101720,1,3 - Good,RSP08265_Q101720_20211110_01.jpg,Good,3
RSP08266,ed93f40d-9a2d-496f-a80a-ef4759e90120,2021-11-10,-33.87106083,121.8967864,Esperance,Switchroom VSR07,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101579,1,3 - Good,RSP08266_Q101579_20211110_01.jpg,Good,3
RSP08267,2cd15f20-618a-4fcf-a182-2523cb53a31e,2021-11-10,-33.87107002,121.8968169,Esperance,Switchroom VSR07,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,109328,,2,5 - Poor,,Poor,5
RSP08268,e601f484-4e19-431d-bd4a-1587ed2a2acf,2021-11-10,-33.87107002,121.8968169,Esperance,Switchroom VSR07,Ground,External,Port Specific,Conveyer,Audible Alert Device (Siren),No,109328,,1,3 - Good,RSP08268_20211110_01.jpg,Good,3
RSP08269,151ec6a1-4b42-4651-9897-87c98512dad2,2021-11-10,-33.87107002,121.8968169,Esperance,Switchroom VSR07,Ground,External,Port Specific,Conveyer,Visual Alert Device (Strobe or Light),No,109328,,1,3 - Good,RSP08269_20211110_01.jpg,Good,3
RSP08303,06242be4-6428-48ec-b58d-4d75479e9010,2021-11-09,-33.87113607,121.8968423,Esperance,TF1001 Transformer Compound,Ground,Beside Shed 2,Building,Building,Building,Yes,,109321,1,3 - Good,RSP08303_Q109321_20211109_01.jpg,Good,3
RSP08304,038c007d-02a1-46d8-88ec-5d5a29171f27,2021-11-09,-33.87122647,121.8967612,Esperance,TF1001 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,,107261,1,3 - Good,RSP08304_Q107261_20211109_01.jpg,Good,3
RSP08305,ddfcd1bb-a203-4d40-bc18-ef7537671150,2021-11-09,-33.87294328,121.901357,Esperance,TF2001 Transformer Compound,Ground,Beside Transformer,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,101150,1,3 - Good,RSP08305_Q101150_20211109_01.jpg,Good,3
RSP08306,50e5ef96-4c8d-4108-95bb-5b5b28177917,2021-11-09,-33.87294982,121.9013291,Esperance,TF2001 Transformer Compound,Ground,,Building,Building,Building,Yes,,109323,1,3 - Good,RSP08306_Q109323_20211109_01.jpg,Good,3
RSP08307,be0977b6-2578-43b3-9859-cd1abb37dc5d,2021-11-09,-33.87281543,121.9009672,Esperance,TF2001 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,109323,107263,1,3 - Good,RSP08307_Q107263_20211109_01.jpg,Good,3
RSP08308,7e8850ca-731e-4541-8542-bde1557cdd8d,2021-11-09,-33.87135552,121.9033543,Esperance,TF3001 Transformer Compound,Ground,,Building,Building,Building,Yes,,109324,1,3 - Good,RSP08308_Q109324_20211109_01.jpg,Good,3
RSP08309,fa6e974f-91e6-46f7-8787-750bdeb42a33,2021-11-09,-33.87129022,121.9033038,Esperance,TF3001 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,109324,107265,1,3 - Good,RSP08309_Q107265_20211109_01.jpg,Good,3
RSP08310,8b91965e-cbc3-4c6d-990d-e2bf179678ea,2021-11-09,-33.8712013,121.9033638,Esperance,TF3001 Transformer Compound,Ground,,IT & Communications,IT,Other,No,,107266,1,3 - Good,RSP08310_Q107266_20211109_01.jpg,Good,3
RSP08311,e08bdb90-6848-4288-baad-ac2a8f08219a,2021-11-09,-33.8712866,121.9033138,Esperance,TF3001 Transformer Compound,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP08312,45594d16-0055-405e-9745-5dcc97580e2e,2021-11-09,-33.86928087,121.9036384,Esperance,TF3002 Transformer Compound,Ground,Ship Loader,Electrical,Power Distribution,HV Transformer (Tx),No,,107264,1,3 - Good,RSP08312_Q107264_20211109_01.jpg,Good,3
RSP08313,a142d49c-d619-425b-91ee-8e659b62915e,2021-11-10,-33.87561694,121.9010846,Esperance,TF3003 Transformer Compound,Ground,Beside Shed 3,Building,Building,Building,Yes,,109363,1,3 - Good,RSP08313_Q109363_20211110_01.jpg,Good,3
RSP08314,a612f620-09e6-40c3-bcd0-2f20b7409de9,2021-11-10,-33.87562193,121.9010571,Esperance,TF3003 Transformer Compound,Ground,Beside Shed 3,Electrical,Power Distribution,HV Transformer (Tx),No,109363,107402,1,3 - Good,RSP08314_Q107402_20211110_01.jpg,Good,3
RSP08315,f057b755-c6f9-4f5a-8b08-ab63d4bfeb70,2021-11-10,-33.87562165,121.9010551,Esperance,TF3003 Transformer Compound,Ground,Beside Shed 3,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP08316,7fc3a295-2ad4-4ea0-a585-cc44d714fd1d,2021-11-11,-33.8742683,121.9012172,Esperance,TF7101 Transformer Compound,Ground,At Summit Fertilizers,Building,Building,Building,Yes,,109366,1,3 - Good,RSP08316_Q109366_20211111_01.jpg,Good,3
RSP08317,99a19f0f-fdd4-46af-b70f-d71bd59462a9,2021-11-11,-33.8742683,121.9012172,Esperance,TF7101 Transformer Compound,Ground,At Summit Fertilizers,Electrical,Power Distribution,HV Transformer (Tx),Yes,109366,107282,1,3 - Good,RSP08317_Q107282_20211111_01.jpg,Good,3
RSP08318,03d916b4-61c2-4812-8fe4-aab4d57b0c50,2021-11-09,-33.87174702,121.8964175,Esperance,TF7201 Transformer Compound,Ground,Beside Shed 1,Building,Building,Building,Yes,,109319,1,3 - Good,RSP08318_Q109319_20211109_01.jpg,Good,3
RSP08319,a6ff6212-4b44-45ad-b687-5102130193e6,2021-11-09,-33.87176225,121.8964548,Esperance,TF7201 Transformer Compound,Ground,Beside Shed 1,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,101143,1,3 - Good,RSP08319_Q101143_20211109_01.jpg,Good,3
RSP08320,0c8340f4-88f4-40da-9b5c-639212680e39,2021-11-09,-33.87235138,121.8984909,Esperance,TF7202 Transformer Compound,Ground,,Building,Building,Building,No,,109322,1,3 - Good,RSP08320_Q109322_20211109_01.jpg,Good,3
RSP08321,8984fb66-011c-49b4-ac38-ffd49705ba35,2021-11-09,-33.87235695,121.8984765,Esperance,TF7202 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,109322,107262,1,3 - Good,RSP08321_Q107262_20211109_01.jpg,Good,3
RSP08322,496446ad-2ab8-40b7-8998-49bfbde2b126,2021-11-09,-33.872561,121.8985915,Esperance,TF7202 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101148,1,3 - Good,RSP08322_Q101148_20211109_01.jpg,Good,3
RSP08323,2d945dcf-7376-4fec-94fb-12a67c7d5f2c,2021-11-09,-33.872561,121.8985915,Esperance,TF7202 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101149,1,3 - Good,,Good,3
RSP08324,9e32286f-baef-42c3-a573-da15bbb62e3a,2021-11-09,-33.87425321,121.9019245,Esperance,TF7301 Transformer Compound,Ground,Beside Shed 5,Building,Building,Building,No,,109327,1,3 - Good,RSP08324_Q109327_20211109_01.jpg,Good,3
RSP08325,0319fad8-aeba-4d44-9ea3-da6fdecd483a,2021-11-10,-33.87427548,121.9019925,Esperance,TF7301 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,,107401,1,3 - Good,RSP08325_Q107401_20211110_01.jpg,Good,3
RSP08326,f774089c-660e-4543-afee-a42318b85bf9,2021-11-09,-33.87422064,121.9020204,Esperance,TF7301 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Fire Hose Reel,No,,101153,1,3 - Good,RSP08326_Q101153_20211109_01.jpg,Good,3
RSP08327,14ecca88-43dd-436f-8a26-12170b1f72c8,2021-11-09,-33.87424347,121.9019157,Esperance,TF7301 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,109327,101151,1,3 - Good,RSP08327_Q101151_20211109_01.jpg,Good,3
RSP08328,26af88d3-7aa0-4fda-baad-cb63a6aa9034,2021-11-09,-33.87424347,121.9019157,Esperance,TF7301 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,109327,101152,1,3 - Good,RSP08328_Q101152_20211109_01.jpg,Good,3
RSP08332,38ce10ce-2cc2-4a51-9b79-ac577a743f5f,2021-11-09,-33.87375467,121.9017237,Esperance,TF9501 Transformer Compound,Ground,,Building,Building,Building,Yes,,109325,1,3 - Good,RSP08332_Q109325_20211109_01.jpg,Good,3
RSP08333,27250ff7-933f-4211-a843-7fc890f1bce8,2021-11-09,-33.87371234,121.9017602,Esperance,TF9501 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,109325,107268,1,3 - Good,RSP08333_Q107268_20211109_01.jpg,Good,3
RSP08334,24016bd8-ce84-4f4d-90e4-9b038e510754,2021-11-09,-33.87369397,121.901723,Esperance,TF9501 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101567,1,3 - Good,RSP08334_Q101567_20211109_01.jpg,Good,3
RSP08335,1a7e19c5-ba5d-4db6-8c93-22607ced3324,2021-11-23,-33.87370677,121.901783,Esperance,TF9501 Transformer Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103719,1,3 - Good,,Good,3
RSP08336,76bdc2ec-ff7c-49e2-a73e-5f3f096924f2,2021-11-23,-33.87373926,121.9018467,Esperance,TF9501 Transformer Compound,Ground,,Security & Access,Security,CCTV Camera - Dome,Yes,,107517,1,3 - Good,RSP08336_Q107517_20211123_01.jpg,Good,3
RSP08337,c8703c1b-9826-4559-89e2-6ddbfb0476ab,2021-11-24,-33.87382536,121.901162,Esperance,TF9503 Transformer Compound,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103493,1,3 - Good,,Good,3
RSP08338,048d7d6a-e600-48ee-b273-d513e55bf23c,2021-11-09,-33.87387447,121.901277,Esperance,TF9503 Transformer Compound,Ground,,Building,Building,Building,Yes,,109326,1,3 - Good,RSP08338_Q109326_20211109_01.jpg,Good,3
RSP08339,efbd3bf5-1262-4d02-b977-5f6240839a0c,2021-11-09,-33.87384902,121.9012056,Esperance,TF9503 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,,107270,1,3 - Good,RSP08339_Q107270_20211109_01.jpg,Good,3
RSP08340,f100fc48-ee7c-41b7-a313-708b1026d8ed,2021-11-09,-33.87384902,121.9012056,Esperance,TF9503 Transformer Compound,Ground,,Electrical,Power Distribution,HV Transformer (Tx),No,,,1,5 - Poor,RSP08340_20211109_01.jpg,Poor,5
RSP08341,9fe88c26-4938-4e66-9f66-a7b3503efc47,2021-11-09,-33.86973443,121.8935452,Esperance,TF9504 Transformer Compound,Ground,Electrical Workshop Yard,Building,Building,Building,Yes,,109320,1,3 - Good,RSP08341_Q109320_20211109_01.jpg,Good,3
RSP08342,6db8b08e-5b14-4a87-8728-e52e897a6f1c,2021-11-09,-33.86974648,121.8935768,Esperance,TF9504 Transformer Compound,Ground,Electrical Workshop Yard,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,109320,101145,1,3 - Good,RSP08342_Q101145_20211109_01.jpg,Good,3
RSP08343,00525066-c3c5-4209-b0dd-d60f93b24c7a,2021-11-09,-33.86972711,121.8935396,Esperance,TF9504 Transformer Compound,Ground,Electrical Workshop Yard,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,109320,101144,1,3 - Good,RSP08343_Q101144_20211109_01.jpg,Good,3
RSP08344,b8dda81f-3bf9-47d2-b3a2-ea906b54c69d,2021-11-22,-33.87310827,121.901993,Esperance,Train Tracks,Ground,Lay Down Area,Electrical,Lighting,LED Light,Yes,,107499,2,3 - Good,RSP08344_Q107499_20211122_01.jpg,Good,3
RSP08345,fd7c388c-44ab-498c-bf2b-652f313f972f,2021-11-22,-33.8725807,121.9026847,Esperance,Train Tracks,Ground,,Electrical,Lighting,LED Light,Yes,,107498,2,3 - Good,RSP08345_Q107498_20211122_01.jpg,Good,3
RSP08346,7a6b9386-39b4-4eb6-9cc8-a4b795f19b4f,2021-11-22,-33.8718749,121.9031855,Esperance,Train Tracks,Ground,,Electrical,Lighting,LED Light,Yes,,107497,2,3 - Good,RSP08346_Q107497_20211122_01.jpg,Good,3
RSP08347,c76a3c8b-df2d-4d55-a12d-5b7fa7b1e1b4,2021-11-26,-33.87004753,121.8940689,Esperance,Training and Safety,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP08348,5dfff7de-a13f-4401-b636-1828a58792a7,2021-11-26,-33.87004753,121.8940689,Esperance,Training and Safety,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103932,1,3 - Good,RSP08348_Q103932_20211126_01.jpg,Good,3
RSP08349,235cf44b-c341-4ec8-b415-abdf3dcbc367,2021-11-26,-33.87004753,121.8940689,Esperance,Training and Safety,Ground,,IT & Communications,IT,Docking Station,No,,,2,3 - Good,,Good,3
RSP08350,bfacb6a8-cfb3-458a-83d3-17b41498d720,2021-11-26,-33.87004753,121.8940689,Esperance,Training and Safety,Ground,,IT & Communications,IT,Monitor,No,,,4,3 - Good,,Good,3
RSP08351,fa154b6f-3785-41b6-8175-eaf7c2462a54,2021-11-26,-33.87004753,121.8940689,Esperance,Training and Safety,Ground,,Kitchen Equipment,Refrigeration,Refrigerator - Domestic,No,,No QR Code,1,3 - Good,,Good,3
RSP08363,3e693a74-c381-48e9-b8a3-7f484515491b,2021-10-25,-33.87641081,121.903635,Esperance,Transfer Shed CV39 & CV32,Ground,CV39-JB2,Port Specific,Conveyer,Emergency Stop (button),No,,100085,1,3 - Good,RSP08363_Q100085_20211025_01.jpg,Good,3
RSP08364,c9be6b77-c3e7-4e7c-9608-1976260df43c,2021-10-25,-33.87644393,121.9036739,Esperance,Transfer Shed CV39 & CV32,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100086,1,3 - Good,,Good,3
RSP08365,e5a47bec-dfb8-4cd2-9ba9-4fcb40643ea0,2021-10-25,-33.87642389,121.9036548,Esperance,Transfer Shed CV39 & CV32,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,2,3 - Good,,Good,3
RSP08366,ae86dbf9-6bda-4b04-8050-de1bafebf7d4,2021-10-25,-33.87644337,121.9036371,Esperance,Transfer Shed CV39 & CV32,Ground,,Electrical,Lighting,Flood Light - LED,No,,,1,3 - Good,,Good,3
RSP08367,10d05592-c2c4-449c-89c2-574dc123e268,2021-10-25,-33.87644337,121.9036371,Esperance,Transfer Shed CV39 & CV32,Ground,,Electrical,Lighting,LED - Rectangular Fluoro style fitting,No,,,7,3 - Good,,Good,3
RSP08374,0228ca1c-5f75-49a8-afa8-029cc944f18e,2021-11-26,-33.87020844,121.8957507,Esperance,TRLR 05,Ground,,Port Specific,Enviromental,Spill Response,No,,,2,3 - Good,RSP08374_20211126_01.jpg,Good,3
RSP08375,f77ff4da-be5e-4ac8-ba2f-c23caa70bb4d,2021-11-26,-33.87021122,121.8957447,Esperance,TRLR 05,Ground,,Port Specific,Enviromental,Spill Response,No,,,1,3 - Good,RSP08375_20211126_01.jpg,Good,3
RSP08376,65a7f39b-1997-4de0-969f-a90539b83440,2021-11-26,-33.87019925,121.8957497,Esperance,TRLR 05,Ground,,Port Specific,Enviromental,Spill Response,No,,,1,3 - Good,,Good,3
RSP08377,687f10b8-efc6-4484-bfa2-657bfd2bef98,2021-11-26,-33.8699055,121.8940534,Esperance,TRLR 05,Ground,,Port Specific,Enviromental,Spill Response,No,,,1,3 - Good,,Good,3
RSP08378,9f61466d-bd94-47d1-983e-c71028512594,2021-11-26,-33.8702051,121.8957621,Esperance,TRLR 05,Ground,,Hydraulics,Domestic Water,Water Pump,No,,103485,1,3 - Good,RSP08378_Q103485_20211126_01.jpg,Good,3
RSP08379,ee8f870b-c0fc-4eec-96fd-50c5491535be,2021-11-04,-33.8749469,121.9014071,Esperance,TT Room CV38 CV37,Level 1,CV37,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP08380,874b72a3-285a-4596-83ca-6d4df020389f,2021-11-04,-33.8749469,121.9014071,Esperance,TT Room CV38 CV37,Level 1,CV37,Electrical,Lighting,Fluorescent Light - Double,No,,,4,3 - Good,,Good,3
RSP08381,46d4af53-6df7-480c-bd75-9ec9a4d21e91,2021-11-04,-33.8749121,121.9014028,Esperance,TT Room CV38 CV37,Level 1,CV37,Port Specific,Conveyer,Monorail & Hoist (Crane),No,,No QR Code,1,3 - Good,RSP08381_20211104_01.jpg,Good,3
RSP08382,29ae8510-8b5c-444b-96bf-9b532541a1d2,2021-11-04,-33.8749121,121.9014028,Esperance,TT Room CV38 CV37,Level 1,CV37,Port Specific,Conveyer,Monorail & Hoist (Crane),No,,No QR Code,1,3 - Good,RSP08382_20211104_01.jpg,Good,3
RSP08383,32856a70-246a-4349-afeb-9d6c73644fd0,2021-11-04,-33.87491015,121.9014199,Esperance,TT Room CV38 CV37,Level 1,CV37,Port Specific,Conveyer,Brake Assembly,No,,107240,1,3 - Good,RSP08383_Q107240_20211104_01.jpg,Good,3
RSP08392,b8101438-1eac-47ed-95cb-bbcf0011f2cf,2021-11-26,-33.87232716,121.8983839,Esperance,TT01,Ground,,Building,Building,Building,No,,109033,1,3 - Good,RSP08392_Q109033_20211126_01.jpg,Good,3
RSP08393,634fa2dc-37f0-4988-969d-150b9b2603b9,2021-11-15,-33.87236558,121.8983585,Esperance,TT01,Level 2,CV10,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,103061,1,3 - Good,RSP08393_Q103061_20211115_01.jpg,Good,3
RSP08394,ade3cb7b-541d-49e6-a97d-f99054844e31,2021-11-15,-33.8724381,121.898428,Esperance,TT01,Level 2,CV10 Tail End,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103058,1,3 - Good,,Good,3
RSP08395,40cb7710-06d4-440d-9fbb-886b377d6c0b,2021-11-15,-33.87239982,121.898343,Esperance,TT01,Level 2,CV10 Tail End,IT & Communications,IT,Other,No,,103060,1,3 - Good,RSP08395_Q103060_20211115_01.jpg,Good,3
RSP08396,03d90c09-c599-451a-8ecc-7c17aabab153,2021-11-15,-33.87246468,121.898689,Esperance,TT01,Level 2,CV10 Tail End,Electrical,Emergency Lighting,Emergency Light - Fluoro,No,,,1,3 - Good,,Good,3
RSP08433,e818705d-c02b-494c-883e-5290e7dc4ce9,2021-11-26,-33.87243796,121.8986954,Esperance,TT02,Ground,,Building,Building,Building,No,,109032,1,3 - Good,RSP08433_Q109032_20211126_01.jpg,Good,3
RSP08434,52f44659-bbe3-4eee-851c-1fbb740cdf03,2021-11-15,-33.8724458,121.8988122,Esperance,TT02,Level 1,CV26 Tail End,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103075,1,3 - Good,,Good,3
RSP08435,4ff46650-3cde-46a0-8fa3-2c06ab98eda2,2021-11-15,-33.87245048,121.8986937,Esperance,TT02,Level 1,CV26 Tail End,Electrical,Lighting,Flood Light - LED,No,,,1,3 - Good,,Good,3
RSP08436,4e5e114b-ce5a-444e-9500-8cfe1a0b02eb,2021-11-15,-33.87245048,121.8986937,Esperance,TT02,Level 1,CV26 Tail End,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP08437,6b5881bc-b31a-4d0e-ac37-71f49e043da5,2021-11-15,-33.87248138,121.8987336,Esperance,TT02,Level 1,CV26 Tail End,Port Specific,Ship Loader,Dust Collector,No,,103076,1,4 - Fair,RSP08437_Q103076_20211115_01.jpg,Fair,4
RSP08463,1ba365a5-a0e0-4d10-bc05-d8a46581c7ef,2021-11-15,-33.8715196,121.896731,Esperance,TT03,Ground,,Building,Building,Building,No,,109384,1,3 - Good,RSP08463_Q109384_20211115_01.jpg,Good,3
RSP08464,ef2907d6-3581-4694-855e-7b6b523b6a54,2021-11-15,-33.87152322,121.8967448,Esperance,TT03,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP08465,cb843249-d7b4-476e-9765-634d81f9a759,2021-11-15,-33.87150707,121.89673,Esperance,TT03,Ground,,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,RSP08465_20211115_01.jpg,Good,3
RSP08466,c9c8be15-be5f-4daf-8a4d-bf56d265192d,2021-10-28,-33.87152433,121.89672,Esperance,TT03,Level 1,CV12,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100457,1,3 - Good,,Good,3
RSP08467,0c864478-60da-41de-a547-3df8a46ae57e,2021-10-28,-33.87152433,121.89672,Esperance,TT03,Level 1,CV12,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,RSP08467_20211028_01.jpg,Good,3
RSP08493,bdde7f36-214b-4ef8-a659-1d4536d32cc4,2021-11-05,-33.87190348,121.8965614,Esperance,TT04,Ground,CV15,Port Specific,Conveyer,Position - Tail End,No,,109307,1,3 - Good,RSP08493_Q109307_20211105_01.jpg,Good,3
RSP08494,8b633c12-bfa1-4464-a8e8-a86886b0f543,2021-11-05,-33.87190543,121.8965362,Esperance,TT04,Ground,,Building,Building,Building,No,,109338,1,3 - Good,RSP08494_Q109338_20211105_01.jpg,Good,3
RSP08495,82051a19-4dae-4fcd-a09c-7830bd3bff55,2021-11-05,-33.87190153,121.8965543,Esperance,TT04,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101056,1,3 - Good,RSP08495_Q101056_20211105_01.jpg,Good,3
